species_name	surface_name	formation_energy	frequencies	reference
CH2-CH2_s	Cu	4.95	[3183.6,3150.5,3063.1,3039.6,1366.6,1343.2,924.0,914.2,864.6,808.6,739.4,715.7,602.5,491.7,203.5,157.0,149.2]	ACS Catal. 2021, 11, 23, 14545–14560
CH-C_s	Co	4.62	[3110.6,879.3,691.8,626.9,591.2,542.4,389.5,347.0]	ACS Catal. 2021, 11, 23, 14545–14560
CH-C_s	Fe	3.43	[3110.6,879.3,691.8,626.9,591.2,542.4,389.5,347.0]	ACS Catal. 2021, 11, 23, 14545–14560
CH-C_s	Pt	4.44	[3110.6,879.3,691.8,626.9,591.2,542.4,389.5,347.0]	ACS Catal. 2021, 11, 23, 14545–14560
CH-C_s	Pd	4.7	[3110.6,879.3,691.8,626.9,591.2,542.4,389.5,347.0]	ACS Catal. 2021, 11, 23, 14545–14560
CH-C_s	Ru	3.77	[3110.6,879.3,691.8,626.9,591.2,542.4,389.5,347.0]	ACS Catal. 2021, 11, 23, 14545–14560
CH-C_s	Rh	3.87	[3110.6,879.3,691.8,626.9,591.2,542.4,389.5,347.0]	ACS Catal. 2021, 11, 23, 14545–14560
CH-C_s	Ni	4.74	[3110.6,879.3,691.8,626.9,591.2,542.4,389.5,347.0]	ACS Catal. 2021, 11, 23, 14545–14560
CH-C_s	Cu	6.72	[3110.6,879.3,691.8,626.9,591.2,542.4,389.5,347.0]	ACS Catal. 2021, 11, 23, 14545–14560
CH-CH_s	Co	3.89	[3082.3,3071.0,1008.0,949.6,837.0,822.7,590.5,552.0,451.0,407.7,355.8]	ACS Catal. 2021, 11, 23, 14545–14560
CH-CH_s	Fe	2.8	[3082.3,3071.0,1008.0,949.6,837.0,822.7,590.5,552.0,451.0,407.7,355.8]	ACS Catal. 2021, 11, 23, 14545–14560
CH-CH_s	Pt	2.77	[3082.3,3071.0,1008.0,949.6,837.0,822.7,590.5,552.0,451.0,407.7,355.8]	ACS Catal. 2021, 11, 23, 14545–14560
CH-CH_s	Pd	3.98	[3082.3,3071.0,1008.0,949.6,837.0,822.7,590.5,552.0,451.0,407.7,355.8]	ACS Catal. 2021, 11, 23, 14545–14560
CH-CH_s	Ru	3.13	[3082.3,3071.0,1008.0,949.6,837.0,822.7,590.5,552.0,451.0,407.7,355.8]	ACS Catal. 2021, 11, 23, 14545–14560
CH-CH_s	Rh	3.23	[3082.3,3071.0,1008.0,949.6,837.0,822.7,590.5,552.0,451.0,407.7,355.8]	ACS Catal. 2021, 11, 23, 14545–14560
CH-CH_s	Ni	4	[3082.3,3071.0,1008.0,949.6,837.0,822.7,590.5,552.0,451.0,407.7,355.8]	ACS Catal. 2021, 11, 23, 14545–14560
CH-CH_s	Cu	5.81	[3082.3,3071.0,1008.0,949.6,837.0,822.7,590.5,552.0,451.0,407.7,355.8]	ACS Catal. 2021, 11, 23, 14545–14560
CH3C-H_s	Co	2.39	[3071.9,3049.0,2975.4,1970.7,1444.6,1442.8,1367.3,1031.2,1001.3,996.5,567.1,544.1,421.8,325.6,251.4,196.9,163.0]	ACS Catal. 2021, 11, 23, 14545–14560
CH3C-H_s	Fe	1.53	[3071.9,3049.0,2975.4,1970.7,1444.6,1442.8,1367.3,1031.2,1001.3,996.5,567.1,544.1,421.8,325.6,251.4,196.9,163.0]	ACS Catal. 2021, 11, 23, 14545–14560
CH3C-H_s	Pt	2.08	[3071.9,3049.0,2975.4,1970.7,1444.6,1442.8,1367.3,1031.2,1001.3,996.5,567.1,544.1,421.8,325.6,251.4,196.9,163.0]	ACS Catal. 2021, 11, 23, 14545–14560
CH3C-H_s	Pd	2.28	[3071.9,3049.0,2975.4,1970.7,1444.6,1442.8,1367.3,1031.2,1001.3,996.5,567.1,544.1,421.8,325.6,251.4,196.9,163.0]	ACS Catal. 2021, 11, 23, 14545–14560
CH3C-H_s	Ru	1.69	[3071.9,3049.0,2975.4,1970.7,1444.6,1442.8,1367.3,1031.2,1001.3,996.5,567.1,544.1,421.8,325.6,251.4,196.9,163.0]	ACS Catal. 2021, 11, 23, 14545–14560
CH3C-H_s	Rh	1.82	[3071.9,3049.0,2975.4,1970.7,1444.6,1442.8,1367.3,1031.2,1001.3,996.5,567.1,544.1,421.8,325.6,251.4,196.9,163.0]	ACS Catal. 2021, 11, 23, 14545–14560
CH3C-H_s	Ni	2.46	[3071.9,3049.0,2975.4,1970.7,1444.6,1442.8,1367.3,1031.2,1001.3,996.5,567.1,544.1,421.8,325.6,251.4,196.9,163.0]	ACS Catal. 2021, 11, 23, 14545–14560
CH3C-H_s	Cu	3.84	[3071.9,3049.0,2975.4,1970.7,1444.6,1442.8,1367.3,1031.2,1001.3,996.5,567.1,544.1,421.8,325.6,251.4,196.9,163.0]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH-H_s	Co	2.3	[3048.2,3032.9,3019.5,2957.8,2040.2,1448.7,1439.7,1376.9,1252.9,1041.8,1025.4,977.0,945.0,520.0,494.4,288.7,262.2,204.0,161.4,136.9]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH-H_s	Fe	1.61	[3048.2,3032.9,3019.5,2957.8,2040.2,1448.7,1439.7,1376.9,1252.9,1041.8,1025.4,977.0,945.0,520.0,494.4,288.7,262.2,204.0,161.4,136.9]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH-H_s	Pt	2.08	[3048.2,3032.9,3019.5,2957.8,2040.2,1448.7,1439.7,1376.9,1252.9,1041.8,1025.4,977.0,945.0,520.0,494.4,288.7,262.2,204.0,161.4,136.9]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH-H_s	Pd	2.21	[3048.2,3032.9,3019.5,2957.8,2040.2,1448.7,1439.7,1376.9,1252.9,1041.8,1025.4,977.0,945.0,520.0,494.4,288.7,262.2,204.0,161.4,136.9]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH-H_s	Ru	1.75	[3048.2,3032.9,3019.5,2957.8,2040.2,1448.7,1439.7,1376.9,1252.9,1041.8,1025.4,977.0,945.0,520.0,494.4,288.7,262.2,204.0,161.4,136.9]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH-H_s	Rh	1.87	[3048.2,3032.9,3019.5,2957.8,2040.2,1448.7,1439.7,1376.9,1252.9,1041.8,1025.4,977.0,945.0,520.0,494.4,288.7,262.2,204.0,161.4,136.9]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH-H_s	Ni	2.35	[3048.2,3032.9,3019.5,2957.8,2040.2,1448.7,1439.7,1376.9,1252.9,1041.8,1025.4,977.0,945.0,520.0,494.4,288.7,262.2,204.0,161.4,136.9]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH-H_s	Cu	3.43	[3048.2,3032.9,3019.5,2957.8,2040.2,1448.7,1439.7,1376.9,1252.9,1041.8,1025.4,977.0,945.0,520.0,494.4,288.7,262.2,204.0,161.4,136.9]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH2-H_s	Co	1.71	[3096.1,3073.3,3051.2,3034.2,2978.9,1794.2,1477.2,1458.2,1440.2,1390.8,1227.0,1168.7,1040.4,956.2,935.5,700.8,487.1,360.1,216.5,202.6,132.7,129.8,129.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH2-H_s	Fe	1.27	[3096.1,3073.3,3051.2,3034.2,2978.9,1794.2,1477.2,1458.2,1440.2,1390.8,1227.0,1168.7,1040.4,956.2,935.5,700.8,487.1,360.1,216.5,202.6,132.7,129.8,129.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH2-H_s	Pt	1.64	[3096.1,3073.3,3051.2,3034.2,2978.9,1794.2,1477.2,1458.2,1440.2,1390.8,1227.0,1168.7,1040.4,956.2,935.5,700.8,487.1,360.1,216.5,202.6,132.7,129.8,129.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH2-H_s	Pd	1.66	[3096.1,3073.3,3051.2,3034.2,2978.9,1794.2,1477.2,1458.2,1440.2,1390.8,1227.0,1168.7,1040.4,956.2,935.5,700.8,487.1,360.1,216.5,202.6,132.7,129.8,129.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH2-H_s	Ru	1.4	[3096.1,3073.3,3051.2,3034.2,2978.9,1794.2,1477.2,1458.2,1440.2,1390.8,1227.0,1168.7,1040.4,956.2,935.5,700.8,487.1,360.1,216.5,202.6,132.7,129.8,129.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH2-H_s	Rh	1.49	[3096.1,3073.3,3051.2,3034.2,2978.9,1794.2,1477.2,1458.2,1440.2,1390.8,1227.0,1168.7,1040.4,956.2,935.5,700.8,487.1,360.1,216.5,202.6,132.7,129.8,129.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH2-H_s	Ni	1.74	[3096.1,3073.3,3051.2,3034.2,2978.9,1794.2,1477.2,1458.2,1440.2,1390.8,1227.0,1168.7,1040.4,956.2,935.5,700.8,487.1,360.1,216.5,202.6,132.7,129.8,129.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH2-H_s	Cu	2.39	[3096.1,3073.3,3051.2,3034.2,2978.9,1794.2,1477.2,1458.2,1440.2,1390.8,1227.0,1168.7,1040.4,956.2,935.5,700.8,487.1,360.1,216.5,202.6,132.7,129.8,129.1]	ACS Catal. 2021, 11, 23, 14545–14560
H-CH2CH2_s	Co	2.11	[3126.4,3086.7,3012.5,3000.1,2019.4,1445.3,1422.0,1211.8,1139.0,1068.3,1003.0,991.0,824.0,666.3,558.0,386.2,259.9,189.0,136.5,134.8]	ACS Catal. 2021, 11, 23, 14545–14560
H-CH2CH2_s	Fe	1.78	[3126.4,3086.7,3012.5,3000.1,2019.4,1445.3,1422.0,1211.8,1139.0,1068.3,1003.0,991.0,824.0,666.3,558.0,386.2,259.9,189.0,136.5,134.8]	ACS Catal. 2021, 11, 23, 14545–14560
H-CH2CH2_s	Pt	2.1	[3126.4,3086.7,3012.5,3000.1,2019.4,1445.3,1422.0,1211.8,1139.0,1068.3,1003.0,991.0,824.0,666.3,558.0,386.2,259.9,189.0,136.5,134.8]	ACS Catal. 2021, 11, 23, 14545–14560
H-CH2CH2_s	Pd	2.07	[3126.4,3086.7,3012.5,3000.1,2019.4,1445.3,1422.0,1211.8,1139.0,1068.3,1003.0,991.0,824.0,666.3,558.0,386.2,259.9,189.0,136.5,134.8]	ACS Catal. 2021, 11, 23, 14545–14560
H-CH2CH2_s	Ru	1.9	[3126.4,3086.7,3012.5,3000.1,2019.4,1445.3,1422.0,1211.8,1139.0,1068.3,1003.0,991.0,824.0,666.3,558.0,386.2,259.9,189.0,136.5,134.8]	ACS Catal. 2021, 11, 23, 14545–14560
H-CH2CH2_s	Rh	1.98	[3126.4,3086.7,3012.5,3000.1,2019.4,1445.3,1422.0,1211.8,1139.0,1068.3,1003.0,991.0,824.0,666.3,558.0,386.2,259.9,189.0,136.5,134.8]	ACS Catal. 2021, 11, 23, 14545–14560
H-CH2CH2_s	Ni	2.13	[3126.4,3086.7,3012.5,3000.1,2019.4,1445.3,1422.0,1211.8,1139.0,1068.3,1003.0,991.0,824.0,666.3,558.0,386.2,259.9,189.0,136.5,134.8]	ACS Catal. 2021, 11, 23, 14545–14560
H-CH2CH2_s	Cu	2.6	[3126.4,3086.7,3012.5,3000.1,2019.4,1445.3,1422.0,1211.8,1139.0,1068.3,1003.0,991.0,824.0,666.3,558.0,386.2,259.9,189.0,136.5,134.8]	ACS Catal. 2021, 11, 23, 14545–14560
H-CH2C_s	Co	2.84	[3164.0,3067.2,1951.7,1433.4,1238.9,1034.7,1022.0,830.0,554.9,442.7,413.7,319.5,239.5,213.9]	ACS Catal. 2021, 11, 23, 14545–14560
H-CH2C_s	Fe	2.01	[3164.0,3067.2,1951.7,1433.4,1238.9,1034.7,1022.0,830.0,554.9,442.7,413.7,319.5,239.5,213.9]	ACS Catal. 2021, 11, 23, 14545–14560
H-CH2C_s	Pt	2.55	[3164.0,3067.2,1951.7,1433.4,1238.9,1034.7,1022.0,830.0,554.9,442.7,413.7,319.5,239.5,213.9]	ACS Catal. 2021, 11, 23, 14545–14560
H-CH2C_s	Pd	2.73	[3164.0,3067.2,1951.7,1433.4,1238.9,1034.7,1022.0,830.0,554.9,442.7,413.7,319.5,239.5,213.9]	ACS Catal. 2021, 11, 23, 14545–14560
H-CH2C_s	Ru	2.16	[3164.0,3067.2,1951.7,1433.4,1238.9,1034.7,1022.0,830.0,554.9,442.7,413.7,319.5,239.5,213.9]	ACS Catal. 2021, 11, 23, 14545–14560
H-CH2C_s	Rh	2.29	[3164.0,3067.2,1951.7,1433.4,1238.9,1034.7,1022.0,830.0,554.9,442.7,413.7,319.5,239.5,213.9]	ACS Catal. 2021, 11, 23, 14545–14560
H-CH2C_s	Ni	2.91	[3164.0,3067.2,1951.7,1433.4,1238.9,1034.7,1022.0,830.0,554.9,442.7,413.7,319.5,239.5,213.9]	ACS Catal. 2021, 11, 23, 14545–14560
H-CH2C_s	Cu	4.2	[3164.0,3067.2,1951.7,1433.4,1238.9,1034.7,1022.0,830.0,554.9,442.7,413.7,319.5,239.5,213.9]	ACS Catal. 2021, 11, 23, 14545–14560
CH2C-H_s	Co	2.89	[3164.6,3070.7,1906.2,1447.2,1232.2,1011.2,948.5,737.7,628.0,497.4,474.6,391.5,296.4,226.2]	ACS Catal. 2021, 11, 23, 14545–14560
CH2C-H_s	Fe	2.07	[3164.6,3070.7,1906.2,1447.2,1232.2,1011.2,948.5,737.7,628.0,497.4,474.6,391.5,296.4,226.2]	ACS Catal. 2021, 11, 23, 14545–14560
CH2C-H_s	Pt	2.6	[3164.6,3070.7,1906.2,1447.2,1232.2,1011.2,948.5,737.7,628.0,497.4,474.6,391.5,296.4,226.2]	ACS Catal. 2021, 11, 23, 14545–14560
CH2C-H_s	Pd	2.78	[3164.6,3070.7,1906.2,1447.2,1232.2,1011.2,948.5,737.7,628.0,497.4,474.6,391.5,296.4,226.2]	ACS Catal. 2021, 11, 23, 14545–14560
CH2C-H_s	Ru	2.23	[3164.6,3070.7,1906.2,1447.2,1232.2,1011.2,948.5,737.7,628.0,497.4,474.6,391.5,296.4,226.2]	ACS Catal. 2021, 11, 23, 14545–14560
CH2C-H_s	Rh	2.36	[3164.6,3070.7,1906.2,1447.2,1232.2,1011.2,948.5,737.7,628.0,497.4,474.6,391.5,296.4,226.2]	ACS Catal. 2021, 11, 23, 14545–14560
CH2C-H_s	Ni	2.95	[3164.6,3070.7,1906.2,1447.2,1232.2,1011.2,948.5,737.7,628.0,497.4,474.6,391.5,296.4,226.2]	ACS Catal. 2021, 11, 23, 14545–14560
CH2C-H_s	Cu	4.19	[3164.6,3070.7,1906.2,1447.2,1232.2,1011.2,948.5,737.7,628.0,497.4,474.6,391.5,296.4,226.2]	ACS Catal. 2021, 11, 23, 14545–14560
H-CH2CH_s	Co	2.69	[3078.5,3007.2,2985.1,2115.5,1415.9,1159.0,1108.8,1107.7,1005.4,817.3,735.7,589.3,464.0,413.1,239.8,228.0,186.0]	ACS Catal. 2021, 11, 23, 14545–14560
H-CH2CH_s	Fe	2.01	[3078.5,3007.2,2985.1,2115.5,1415.9,1159.0,1108.8,1107.7,1005.4,817.3,735.7,589.3,464.0,413.1,239.8,228.0,186.0]	ACS Catal. 2021, 11, 23, 14545–14560
H-CH2CH_s	Pt	2.48	[3078.5,3007.2,2985.1,2115.5,1415.9,1159.0,1108.8,1107.7,1005.4,817.3,735.7,589.3,464.0,413.1,239.8,228.0,186.0]	ACS Catal. 2021, 11, 23, 14545–14560
H-CH2CH_s	Pd	2.6	[3078.5,3007.2,2985.1,2115.5,1415.9,1159.0,1108.8,1107.7,1005.4,817.3,735.7,589.3,464.0,413.1,239.8,228.0,186.0]	ACS Catal. 2021, 11, 23, 14545–14560
H-CH2CH_s	Ru	2.16	[3078.5,3007.2,2985.1,2115.5,1415.9,1159.0,1108.8,1107.7,1005.4,817.3,735.7,589.3,464.0,413.1,239.8,228.0,186.0]	ACS Catal. 2021, 11, 23, 14545–14560
H-CH2CH_s	Rh	2.27	[3078.5,3007.2,2985.1,2115.5,1415.9,1159.0,1108.8,1107.7,1005.4,817.3,735.7,589.3,464.0,413.1,239.8,228.0,186.0]	ACS Catal. 2021, 11, 23, 14545–14560
H-CH2CH_s	Ni	2.74	[3078.5,3007.2,2985.1,2115.5,1415.9,1159.0,1108.8,1107.7,1005.4,817.3,735.7,589.3,464.0,413.1,239.8,228.0,186.0]	ACS Catal. 2021, 11, 23, 14545–14560
H-CH2CH_s	Cu	3.75	[3078.5,3007.2,2985.1,2115.5,1415.9,1159.0,1108.8,1107.7,1005.4,817.3,735.7,589.3,464.0,413.1,239.8,228.0,186.0]	ACS Catal. 2021, 11, 23, 14545–14560
H-CHC_s	Co	3.64	[3199.3,1531.0,1309.2,849.6,655.5,612.9,458.8,416.3,376.5,314.8,257.0]	ACS Catal. 2021, 11, 23, 14545–14560
H-CHC_s	Fe	2.67	[3199.3,1531.0,1309.2,849.6,655.5,612.9,458.8,416.3,376.5,314.8,257.0]	ACS Catal. 2021, 11, 23, 14545–14560
H-CHC_s	Pt	3.27	[3199.3,1531.0,1309.2,849.6,655.5,612.9,458.8,416.3,376.5,314.8,257.0]	ACS Catal. 2021, 11, 23, 14545–14560
H-CHC_s	Pd	3.51	[3199.3,1531.0,1309.2,849.6,655.5,612.9,458.8,416.3,376.5,314.8,257.0]	ACS Catal. 2021, 11, 23, 14545–14560
H-CHC_s	Ru	2.84	[3199.3,1531.0,1309.2,849.6,655.5,612.9,458.8,416.3,376.5,314.8,257.0]	ACS Catal. 2021, 11, 23, 14545–14560
H-CHC_s	Rh	2.98	[3199.3,1531.0,1309.2,849.6,655.5,612.9,458.8,416.3,376.5,314.8,257.0]	ACS Catal. 2021, 11, 23, 14545–14560
H-CHC_s	Ni	3.72	[3199.3,1531.0,1309.2,849.6,655.5,612.9,458.8,416.3,376.5,314.8,257.0]	ACS Catal. 2021, 11, 23, 14545–14560
H-CHC_s	Cu	5.21	[3199.3,1531.0,1309.2,849.6,655.5,612.9,458.8,416.3,376.5,314.8,257.0]	ACS Catal. 2021, 11, 23, 14545–14560
CHC-H_s	Co	3.64	[3155.8,1491.6,1281.1,965.9,754.9,595.4,514.7,458.3,299.6,264.9,232.5]	ACS Catal. 2021, 11, 23, 14545–14560
CHC-H_s	Fe	2.69	[3155.8,1491.6,1281.1,965.9,754.9,595.4,514.7,458.3,299.6,264.9,232.5]	ACS Catal. 2021, 11, 23, 14545–14560
CHC-H_s	Pt	3.28	[3155.8,1491.6,1281.1,965.9,754.9,595.4,514.7,458.3,299.6,264.9,232.5]	ACS Catal. 2021, 11, 23, 14545–14560
CHC-H_s	Pd	3.51	[3155.8,1491.6,1281.1,965.9,754.9,595.4,514.7,458.3,299.6,264.9,232.5]	ACS Catal. 2021, 11, 23, 14545–14560
CHC-H_s	Ru	2.85	[3155.8,1491.6,1281.1,965.9,754.9,595.4,514.7,458.3,299.6,264.9,232.5]	ACS Catal. 2021, 11, 23, 14545–14560
CHC-H_s	Rh	2.99	[3155.8,1491.6,1281.1,965.9,754.9,595.4,514.7,458.3,299.6,264.9,232.5]	ACS Catal. 2021, 11, 23, 14545–14560
CHC-H_s	Ni	3.72	[3155.8,1491.6,1281.1,965.9,754.9,595.4,514.7,458.3,299.6,264.9,232.5]	ACS Catal. 2021, 11, 23, 14545–14560
CHC-H_s	Cu	5.16	[3155.8,1491.6,1281.1,965.9,754.9,595.4,514.7,458.3,299.6,264.9,232.5]	ACS Catal. 2021, 11, 23, 14545–14560
H-CHCH_s	Co	2.66	[3111.8,3094.0,1940.4,1261.6,1169.3,1057.1,896.9,794.7,635.3,544.8,499.6,320.1,276.9,269.1]	ACS Catal. 2021, 11, 23, 14545–14560
H-CHCH_s	Fe	2.03	[3111.8,3094.0,1940.4,1261.6,1169.3,1057.1,896.9,794.7,635.3,544.8,499.6,320.1,276.9,269.1]	ACS Catal. 2021, 11, 23, 14545–14560
H-CHCH_s	Pt	2.48	[3111.8,3094.0,1940.4,1261.6,1169.3,1057.1,896.9,794.7,635.3,544.8,499.6,320.1,276.9,269.1]	ACS Catal. 2021, 11, 23, 14545–14560
H-CHCH_s	Pd	2.58	[3111.8,3094.0,1940.4,1261.6,1169.3,1057.1,896.9,794.7,635.3,544.8,499.6,320.1,276.9,269.1]	ACS Catal. 2021, 11, 23, 14545–14560
H-CHCH_s	Ru	2.17	[3111.8,3094.0,1940.4,1261.6,1169.3,1057.1,896.9,794.7,635.3,544.8,499.6,320.1,276.9,269.1]	ACS Catal. 2021, 11, 23, 14545–14560
H-CHCH_s	Rh	2.28	[3111.8,3094.0,1940.4,1261.6,1169.3,1057.1,896.9,794.7,635.3,544.8,499.6,320.1,276.9,269.1]	ACS Catal. 2021, 11, 23, 14545–14560
H-CHCH_s	Ni	2.7	[3111.8,3094.0,1940.4,1261.6,1169.3,1057.1,896.9,794.7,635.3,544.8,499.6,320.1,276.9,269.1]	ACS Catal. 2021, 11, 23, 14545–14560
H-CHCH_s	Cu	3.62	[3111.8,3094.0,1940.4,1261.6,1169.3,1057.1,896.9,794.7,635.3,544.8,499.6,320.1,276.9,269.1]	ACS Catal. 2021, 11, 23, 14545–14560
O-H_s	Co	0.54	[1747.2,588.8,473.5,319.4,217.7]	ACS Catal. 2021, 11, 23, 14545–14560
O-H_s	Fe	0.16	[1747.2,588.8,473.5,319.4,217.7]	ACS Catal. 2021, 11, 23, 14545–14560
O-H_s	Pt	1.71	[1747.2,588.8,473.5,319.4,217.7]	ACS Catal. 2021, 11, 23, 14545–14560
O-H_s	Pd	1.64	[1747.2,588.8,473.5,319.4,217.7]	ACS Catal. 2021, 11, 23, 14545–14560
O-H_s	Ru	0.7	[1747.2,588.8,473.5,319.4,217.7]	ACS Catal. 2021, 11, 23, 14545–14560
O-H_s	Rh	0.95	[1747.2,588.8,473.5,319.4,217.7]	ACS Catal. 2021, 11, 23, 14545–14560
O-H_s	Ni	0.8	[1747.2,588.8,473.5,319.4,217.7]	ACS Catal. 2021, 11, 23, 14545–14560
O-H_s	Cu	1.45	[1747.2,588.8,473.5,319.4,217.7]	ACS Catal. 2021, 11, 23, 14545–14560
H-OH_s	Co	0.24	[3771.9,1488.1,824.0,735.2,432.0,378.2,293.4,131.6]	ACS Catal. 2021, 11, 23, 14545–14560
H-OH_s	Fe	0.13	[3771.9,1488.1,824.0,735.2,432.0,378.2,293.4,131.6]	ACS Catal. 2021, 11, 23, 14545–14560
H-OH_s	Pt	0.52	[3771.9,1488.1,824.0,735.2,432.0,378.2,293.4,131.6]	ACS Catal. 2021, 11, 23, 14545–14560
H-OH_s	Pd	0.49	[3771.9,1488.1,824.0,735.2,432.0,378.2,293.4,131.6]	ACS Catal. 2021, 11, 23, 14545–14560
H-OH_s	Ru	0.27	[3771.9,1488.1,824.0,735.2,432.0,378.2,293.4,131.6]	ACS Catal. 2021, 11, 23, 14545–14560
H-OH_s	Rh	0.34	[3771.9,1488.1,824.0,735.2,432.0,378.2,293.4,131.6]	ACS Catal. 2021, 11, 23, 14545–14560
H-OH_s	Ni	0.3	[3771.9,1488.1,824.0,735.2,432.0,378.2,293.4,131.6]	ACS Catal. 2021, 11, 23, 14545–14560
H-OH_s	Cu	0.48	[3771.9,1488.1,824.0,735.2,432.0,378.2,293.4,131.6]	ACS Catal. 2021, 11, 23, 14545–14560
CO-H_s	Co	2.68	[1481.4,1332.0,641.1,443.3,424.8,387.8,261.0,198.7]	ACS Catal. 2021, 11, 23, 14545–14560
CO-H_s	Fe	2.11	[1481.4,1332.0,641.1,443.3,424.8,387.8,261.0,198.7]	ACS Catal. 2021, 11, 23, 14545–14560
CO-H_s	Pt	2.37	[1481.4,1332.0,641.1,443.3,424.8,387.8,261.0,198.7]	ACS Catal. 2021, 11, 23, 14545–14560
CO-H_s	Pd	2.59	[1481.4,1332.0,641.1,443.3,424.8,387.8,261.0,198.7]	ACS Catal. 2021, 11, 23, 14545–14560
CO-H_s	Ru	2.16	[1481.4,1332.0,641.1,443.3,424.8,387.8,261.0,198.7]	ACS Catal. 2021, 11, 23, 14545–14560
CO-H_s	Rh	2.22	[1481.4,1332.0,641.1,443.3,424.8,387.8,261.0,198.7]	ACS Catal. 2021, 11, 23, 14545–14560
CO-H_s	Ni	2.73	[1481.4,1332.0,641.1,443.3,424.8,387.8,261.0,198.7]	ACS Catal. 2021, 11, 23, 14545–14560
CO-H_s	Cu	3.65	[1481.4,1332.0,641.1,443.3,424.8,387.8,261.0,198.7]	ACS Catal. 2021, 11, 23, 14545–14560
C-OH_s	Co	2.98	[3771.8,859.7,716.5,586.8,410.6,382.9,374.7,155.5]	ACS Catal. 2021, 11, 23, 14545–14560
C-OH_s	Fe	2.1	[3771.8,859.7,716.5,586.8,410.6,382.9,374.7,155.5]	ACS Catal. 2021, 11, 23, 14545–14560
C-OH_s	Pt	3.35	[3771.8,859.7,716.5,586.8,410.6,382.9,374.7,155.5]	ACS Catal. 2021, 11, 23, 14545–14560
C-OH_s	Pd	3.58	[3771.8,859.7,716.5,586.8,410.6,382.9,374.7,155.5]	ACS Catal. 2021, 11, 23, 14545–14560
C-OH_s	Ru	2.48	[3771.8,859.7,716.5,586.8,410.6,382.9,374.7,155.5]	ACS Catal. 2021, 11, 23, 14545–14560
C-OH_s	Rh	2.7	[3771.8,859.7,716.5,586.8,410.6,382.9,374.7,155.5]	ACS Catal. 2021, 11, 23, 14545–14560
C-OH_s	Ni	3.2	[3771.8,859.7,716.5,586.8,410.6,382.9,374.7,155.5]	ACS Catal. 2021, 11, 23, 14545–14560
C-OH_s	Cu	4.68	[3771.8,859.7,716.5,586.8,410.6,382.9,374.7,155.5]	ACS Catal. 2021, 11, 23, 14545–14560
H-CO_s	Co	1.98	[1813.3,1263.0,685.4,655.3,340.6,267.1,167.9,132.0]	ACS Catal. 2021, 11, 23, 14545–14560
H-CO_s	Fe	1.53	[1813.3,1263.0,685.4,655.3,340.6,267.1,167.9,132.0]	ACS Catal. 2021, 11, 23, 14545–14560
H-CO_s	Pt	1.9	[1813.3,1263.0,685.4,655.3,340.6,267.1,167.9,132.0]	ACS Catal. 2021, 11, 23, 14545–14560
H-CO_s	Pd	1.93	[1813.3,1263.0,685.4,655.3,340.6,267.1,167.9,132.0]	ACS Catal. 2021, 11, 23, 14545–14560
H-CO_s	Ru	1.66	[1813.3,1263.0,685.4,655.3,340.6,267.1,167.9,132.0]	ACS Catal. 2021, 11, 23, 14545–14560
H-CO_s	Rh	1.75	[1813.3,1263.0,685.4,655.3,340.6,267.1,167.9,132.0]	ACS Catal. 2021, 11, 23, 14545–14560
H-CO_s	Ni	2.01	[1813.3,1263.0,685.4,655.3,340.6,267.1,167.9,132.0]	ACS Catal. 2021, 11, 23, 14545–14560
H-CO_s	Cu	2.66	[1813.3,1263.0,685.4,655.3,340.6,267.1,167.9,132.0]	ACS Catal. 2021, 11, 23, 14545–14560
HC-O_s	Co	2.38	[3102.7,937.6,813.0,612.6,509.3,444.1,277.2,222.1]	ACS Catal. 2021, 11, 23, 14545–14560
HC-O_s	Fe	1.78	[3102.7,937.6,813.0,612.6,509.3,444.1,277.2,222.1]	ACS Catal. 2021, 11, 23, 14545–14560
HC-O_s	Pt	3.53	[3102.7,937.6,813.0,612.6,509.3,444.1,277.2,222.1]	ACS Catal. 2021, 11, 23, 14545–14560
HC-O_s	Pd	3.68	[3102.7,937.6,813.0,612.6,509.3,444.1,277.2,222.1]	ACS Catal. 2021, 11, 23, 14545–14560
HC-O_s	Ru	2.17	[3102.7,937.6,813.0,612.6,509.3,444.1,277.2,222.1]	ACS Catal. 2021, 11, 23, 14545–14560
HC-O_s	Rh	2.66	[3102.7,937.6,813.0,612.6,509.3,444.1,277.2,222.1]	ACS Catal. 2021, 11, 23, 14545–14560
